"clues","entresidencia","munresidencia","sum"
"JCSSA003250",14,124,2
"GTSSA001010",16,16,1
"TCSSA000941",12,73,2
"PLSSA008641",21,88,1
"JCSSA004930",12,78,1
"OCSSA020100",21,170,1
"GRSSA002863",16,53,4
"MCSSA002435",16,37,1
"QRSSA018001",2,999,4
"ZSSSA002141",32,52,1
"JCSSA000165",15,15,4
"NLSSA004046",28,2,1
"TSSSA002805",28,13,46
"MNSSA003945",14,39,5
"TSSSA001562",14,999,3
"BSSSA000595",99,999,15
"TSSSA018514",19,48,1
"JCSSA007042",14,30,50
"VZSSA004674",20,44,5
"ZSSSA002141",19,39,60
"VZSSA002434",13,48,1
"OCSSA000524",20,46,1
"JCSSA003496",28,1,1
"JCSSA004930",14,122,4
"VZSSA007696",30,135,4
"TCSSA017782",27,12,1
"MSSSA000355",17,6,38269
"OCSSA003406",20,387,481
"VZSSA004744",13,12,1
"ASSSA000025",17,11,2
"VZSSA004744",30,157,669
"OCSSA019132",20,397,4
"DFSSA003162",5,35,1
"PLSSA008272",21,177,5
"BSSSA000011",7,27,1
"PLSSA003552",21,163,1
"TSSSA001562",5,5,4
"CHSSA001755",5,18,2
"VZSSA002982",30,133,1
"DFSSA003162",17,31,1
"CCSSA017682",1,1,1
"SLSSA001255",14,39,1
"HGSSA015520",30,119,1
"CHSSA000664",1,8,1
"MSSSA002740",29,28,1
"MCSSA010251",15,63,8
"MCSSA018622",15,71,4
"OCSSA000524",20,269,18
"GTSSA017414",18,14,1
"JCSSA007042",14,40,7
"DFSSA003956",20,11,23
"OCSSA000121",20,395,159
"DFSSA003162",21,111,1
"DFSSA003162",15,25,152
"DFSSA003541",15,11,1
"MCSSA010053",13,63,109
"DFSSA003372",20,20,1
"TLSSA017645",29,10,2013
"MNSSA002446",6,2,1
"DGSSA000116",10,16,2
"ZSSSA000152",24,43,1
"PLSSA016893",21,203,148
"PLSSA008572",21,130,2
"JCSSA001326",12,28,1
"MSSSA001504",15,40,1
"SPSSA001102",24,30,52
"TLSSA017831",21,999,52
"DFSSA003956",15,33,1
"MCSSA003106",15,20,1
"ZSSSA000613",32,39,4
"OCSSA019873",20,439,2
"MNSSA016521",7,7,1
"MSSSA001504",14,14,3
"ZSSSA013172",10,5,19
"OCSSA000594",20,67,91
"OCSSA000121",20,18,5
"MCSSA018733",11,15,1
"PLSSA004404",21,999,2
"JCSSA000503",14,124,16
"DFSSA004142",9,16,49
"TLSSA017831",17,999,1
"TLSSA017645",21,122,4
"HGSSA015532",13,6,6
"OCSSA001463",20,347,1
"OCSSA021133",20,70,1
"CSSSA006403",7,18,1
"HGSSA015503",13,46,132
"MNSSA002965",16,62,2
"MNSSA016533",12,999,8
"MSSSA000355",15,58,1
"TLSSA000722",25,17,1
"OCSSA002320",20,57,1
"CSSSA004595",99,999,3
"OCSSA019132",20,67,66
"TCSSA000690",2,3,1
"VZSSA001150",30,94,15
"JCSSA001326",14,13,6
"GTSSA002101",8,8,1
"CSSSA002611",7,999,30109
"ZSSSA013143",5,17,1
"MNSSA002813",99,99,3
"MCSSA005556",15,88,9
"GTSSA003081",30,131,1
"CSSSA007074",7,98,1
"CMSSA001023",19,999,4
"HGSSA004093",27,4,1
"OCSSA021080",16,53,1
"DFSSA018166",15,100,2
"QRSSA000361",26,26,3
"OCSSA018736",20,186,1
"DFSSA003705",15,104,115
"TSSSA001562",32,27,1
"VZSSA015411",13,77,3
"VZSSA002982",30,162,1
"HGSSA002430",30,28,1
"TCSSA000014",4,3,3
"JCSSA005135",14,122,1
"MSSSA002863",12,61,1
"PLSSA000081",17,1,1
"JCSSA003496",20,28,1
"JCSSA000503",14,83,1
"OCSSA000985",26,67,3
"ZSSSA000152",3,9,1
"VZSSA007573",20,407,11
"PLSSA015534",21,118,1
"JCSSA001401",14,20,2
"CSSSA000453",9,2,1
"OCSSA000524",20,523,4
"TSSSA002805",11,999,1
"PLSSA008263",12,12,1
"VZSSA004032",30,21,5
"JCSSA001401",12,35,1
"MCSSA018733",15,69,1
"PLSSA008425",8,1,1
"OCSSA004152",20,433,2
"NTSSA000800",25,9,2
"QTSSA001740",10,999,1
"VZSSA004032",21,99,1
"DFSSA004142",17,4,2
"PLSSA003663",21,11,1
"MSSSA002385",17,9,1
"SLSSA000473",25,7,6
"GTSSA002101",11,1,53
"ZSSSA000695",10,6,464
"HGSSA002430",15,20,4
"GTSSA002096",11,20,101001
"CMSSA001356",3,999,4
"NLSSA002972",28,9,1
"HGSSA001503",9,12,1
"JCSSA000894",6,7,1
"DFSSA003664",1,6,1
"OCSSA000985",20,70,7
"ASSSA000030",4,999,2
"CSSSA017504",7,89,2
"TSSSA002793",30,30,3
"TLSSA017925",13,999,1
"MSSSA000080",16,999,3
"CCSSA000865",4,7,8245
"PLSSA016893",17,7,1
"OCSSA021256",31,999,1
"PLSSA001645",21,125,4
"DFSSA003961",2,999,1
"DFSSA018142",14,999,2
"ASSSA000025",21,114,1
"VZSSA001150",30,48,243
"DFSSA003722",9,12,688
"VZSSA007573",30,210,18606
"CMSSA000125",6,7,16
"PLSSA015423",21,96,6
"PLSSA002403",21,112,2
"ASSSA000025",32,8,10
"GTSSA017525",11,37,33
"TLSSA001376",15,33,20
"DFSSA002066",17,7,4
"TSSSA002793",24,28,2
"MCSSA010222",15,21,142
"JCSSA003986",30,193,1
"DFSSA003990",7,97,1
"PLSSA015411",9,12,2
"MCSSA001484",15,115,1
"OCSSA005383",12,29,1
"ZSSSA000152",12,43,1
"JCSSA000165",14,92,1
"DFSSA000840",13,69,3
"ZSSSA002136",32,10,19
"HGSSA015515",15,100,1
"CHSSA002390",8,17,3
"OCSSA000985",20,82,1
"DFSSA003722",5,30,1
"JCSSA001454",30,44,1
"NTSSA000800",25,6,6
"PLSSA003552",21,144,61
"MNSSA016533",16,30,838
"SPSSA001102",32,24,2
"VZSSA004860",30,23,3
"SPSSA000356",24,42,718
"CHSSA002390",8,29,4
"JCSSA007066",25,12,16
"MSSSA000080",21,78,1
"HGSSA002430",13,15,26
"PLSSA003646",21,56,33
"GTSSA016796",11,20,1557
"TLSSA017925",15,58,3
"DFSSA000596",9,5,7
"JCSSA006890",14,105,1
"SLSSA000666",10,1,3
"TCSSA003963",27,9,1
"OCSSA000121",20,310,1
"ZSSSA012853",25,17,1
"NLSSA002972",19,30,6
"JCSSA000503",11,23,5
"PLSSA000834",21,212,1694
"MCSSA010222",15,85,162
"SRSSA001105",26,17,25
"NTSSA000474",99,99,7
"HGSSA001503",15,106,4
"TCSSA001040",7,86,1
"DGSSA017872",10,30,1
"CHSSA018514",8,9,8
"VZSSA010212",32,28,5
"JCSSA006890",18,1,1
"MNSSA002446",15,999,15
"JCSSA013045",10,5,1
"GTSSA017414",6,2,1
"DFSSA003973",17,17,238
"OCSSA019873",30,141,2
"JCSSA001401",6,1,2
"MSSSA002361",17,12,122
"TCSSA001040",30,87,2
"VZSSA000310",30,23,30
"HGSSA004093",9,999,2
"OCSSA001463",20,91,7
"GTSSA004003",11,36,2
"CHSSA018444",10,10,8
"PLSSA000011",2,1,2
"TCSSA001040",7,62,13
"TCSSA003922",28,12,2
"PLSSA015423",21,206,11
"JCSSA003986",15,1,5
"CHSSA000664",8,8,34598
"MSSSA002385",15,9,3
"TLSSA017925",21,148,1
"HGSSA002425",30,48,2
"GTSSA017542",11,14,26
"SLSSA018113",25,12,29
"MCSSA000236",15,20,4
"HGSSA002430",19,26,1
"OCSSA000640",30,209,14
"VZSSA000416",28,28,1
"HGSSA015515",12,72,1
"DGSSA000191",13,13,4
"DGSSA000191",10,20,179
"PLSSA015551",15,2,26
"MSSSA000466",19,19,5
"DFSSA004142",15,14,5
"TLSSA017645",13,77,12
"JCSSA001326",14,2,35
"PLSSA016806",21,18,2
"DFSSA003710",15,69,1
"GTSSA016994",11,22,1
"OCSSA000121",26,26,1
"MNSSA016492",16,3,2
"JCSSA001401",14,58,2
"TCSSA001081",30,3,10
"GTSSA016912",11,23,49
"PLSSA008881",21,83,2
"JCSSA007066",30,123,2
"ZSSSA012853",32,49,2
"GTSSA017530",16,102,3
"GTSSA003233",11,2,1
"DFSSA003722",5,5,2
"PLSSA015230",8,31,1
"MCSSA001636",16,3,1
"SPSSA000356",24,43,5
"GTSSA017414",28,999,1
"TCSSA003963",24,13,4
"SLSSA000666",18,8,1
"OCSSA018736",20,277,1
"DFSSA003990",9,17,101
"VZSSA015661",30,66,3
"PLSSA008263",21,178,2
"YNSSA001224",27,27,4
"ASSSA000025",7,22,1
"QRSSA001423",22,22,2
"ZSSSA012853",32,32,31251
"ZSSSA002136",32,8,5
"DGSSA000010",1,10,1
"ZSSSA001861",31,57,2
"PLSSA016893",17,17,1
"MNSSA001891",16,22,29
"VZSSA004744",21,114,7
"MCSSA014143",15,109,8
"MNSSA002813",14,95,1
"GTSSA002096",11,37,8
"JCSSA003250",14,72,395
"MCSSA014143",15,95,2
"VZSSA000351",30,30,8231
"DFSSA000840",21,156,2
"SLSSA000024",15,58,1
"CSSSA001030",7,999,2611
"OCSSA018473",20,418,87
"YNSSA013440",31,101,3
"DFSSA003705",15,20,24
"MCSSA010246",15,13,1
"HGSSA000511",13,28,439
"HGSSA015532",30,193,5
"CSSSA017726",7,78,16
"MNSSA016533",11,17,15
"CSSSA001030",7,10,15
"DFSSA003722",7,54,1
"TCSSA002003",27,3,2
"YNSSA000570",9,999,1
"DFSSA002993",9,12,240
"CSSSA000832",7,19,1
"GRSSA004350",12,50,1
"PLSSA001370",21,117,3
"GTSSA017530",11,32,10
"JCSSA013815",25,25,2
"GRSSA000022",10,1,1
"OCSSA019873",20,214,1
"JCSSA004930",14,112,1
"NLSSA004046",10,26,1
"PLSSA000834",12,55,1
"OCSSA020030",20,113,23
"MNSSA016533",16,103,1
"JCSSA000165",14,50,5
"HGSSA002430",9,11,1
"GTSSA017530",11,3,14
"MNSSA001862",15,53,5
"TLSSA017983",9,13,7
"VZSSA007713",3,8,3
"JCSSA004930",28,999,1
"JCSSA002195",8,999,153
"MCSSA009510",15,121,1
"NTSSA000474",18,7,2531
"DFSSA003710",15,1,1
"MCSSA010251",23,999,4
"DGSSA001545",10,21,1994
"OCSSA000640",30,113,1
"MCSSA001636",15,8,6
"JCSSA005461",14,91,38119
"MNSSA002813",99,999,3
"TLSSA017983",29,30,24
"JCSSA007836",18,19,1
"TSSSA018514",30,30,25
"PLSSA008641",21,212,215
"SPSSA000752",11,28,1
"MCSSA010280",13,33,5
"CLSSA002710",5,21,42
"JCSSA000894",14,48,1
"MNSSA004044",15,30,1
"CSSSA008264",7,97,2
"JCSSA007042",21,75,1
"VZSSA003740",30,87,45
"CLSSA002710",5,28,19
"MNSSA016550",1,1,1
"CHSSA001026",8,55,176
"TSSSA000010",28,27,1
"DFSSA004002",15,36,1
"VZSSA015801",20,169,2
"TLSSA017925",99,99,12
"PLSSA005734",30,145,1
"GTSSA004423",32,32,1
"PLSSA002106",21,211,15
"MSSSA001504",17,27,2
"VZSSA002982",30,17,2
"PLSSA003260",21,19,94
"GTSSA016796",11,3,238
"SPSSA000752",28,28,6
"BSSSA001213",20,20,1
"VZSSA001150",28,38,2
"TCSSA003514",12,27,1
"VZSSA004032",30,13,2
"OCSSA020030",20,3,4
"CSSSA001030",7,4,30
"DFSSA003956",11,11,7
"PLSSA003663",21,10,2877
"GTSSA001290",16,50,1
"MSSSA000454",12,2,3
"VZSSA007696",30,168,142
"SRSSA000504",25,999,1
"MCSSA007982",22,999,4
"HGSSA004093",30,23,1
"VZSSA015661",30,47,3
"MCSSA000224",17,2,1
"HGSSA001590",13,63,2
"OCSSA004152",15,92,1
"JCSSA007066",12,55,1
"OCSSA000121",20,45,7
"TSSSA002810",7,41,1
"OCSSA018473",20,516,1
"MNSSA003735",12,22,1
"VZSSA005560",30,155,36270
"DGSSA017312",11,11,3
"OCSSA021080",20,490,93
"OCSSA000524",15,122,1
"JCSSA003986",30,30,4
"TCSSA004301",27,4,55
"CSSSA018776",7,59,17
"NLSSA002972",28,37,1
"DFSSA003944",12,35,2
"PLSSA009001",21,141,2
"OCSSA021116",20,149,665
"MCSSA006536",15,90,30692
"PLSSA016835",21,114,19
"ASSSA000655",32,999,19
"VZSSA004860",30,132,1
"GTSSA017426",11,45,1
"DFSSA004142",15,15,1
"OCSSA016764",20,14,24549
"GTSSA017385",11,28,3
"TLSSA017645",12,45,1
"MNSSA000462",14,124,1
"PLSSA015230",21,136,1
"CSSSA007540",7,64,1
"YNSSA000570",31,81,3
"CSSSA001030",15,104,1
"NTSSA016060",18,999,1
"MNSSA001862",16,20,36
"DFSSA002066",15,56,2
"SLSSA000024",25,11,6615
"CSSSA002611",10,999,1
"JCSSA002212",99,999,26
"DFSSA003541",15,95,9
"TLSSA017831",15,95,1
"PLSSA015534",21,71,1
"PLSSA008512",30,193,30
"JCSSA000165",2,4,3
"GTSSA000310",19,999,1
"JCSSA002200",14,92,9
"MNSSA016533",14,8,6
"DFSSA003705",11,15,1
"OCSSA000985",20,525,1
"MSSSA001504",15,33,2
"SRSSA001583",15,15,3
"JCSSA005584",14,117,323
"PLSSA016811",30,193,4
"TCSSA004716",23,3,1
"ZSSSA012450",30,30,2
"MNSSA004044",16,81,931
"DFSSA003722",15,65,7
"DFSSA003944",9,12,4
"VZSSA006716",30,186,4
"JCSSA002200",16,103,4
"TCSSA003135",27,11,2
"MNSSA016492",14,39,2
"DFSSA002993",21,1,1
"YNSSA013440",27,2,2
"PLSSA000204",15,999,6
"CSSSA018875",7,19,6
"PLSSA008641",21,199,16
"SRSSA001612",19,19,1
"VZSSA003595",27,12,1
"ZSSSA000152",29,44,1
"VZSSA006313",20,67,4
"NTSSA016060",14,94,2
"QTSSA001752",20,140,1
"MCSSA018733",16,16,1
"QTSSA012911",22,10,1
"SPSSA002420",16,53,1
"OCSSA020100",30,108,2
"CCSSA000865",4,8,1
"MSSSA002740",17,999,1
"DFSSA003961",20,12,1
"GRSSA002863",12,65,2
"MSSSA002740",15,999,10
"CSSSA004595",23,230,1
"GTSSA017414",12,1,2
"TLSSA000722",29,52,4
"PLSSA001575",21,94,2
"GTSSA002101",25,25,2
"OCSSA020445",20,433,533
"GTSSA001290",11,43,1
"NTSSA000474",16,53,3
"SLSSA000666",17,6,1
"MSSSA000466",30,6,1
"TCSSA004564",23,23,1
"GTSSA001454",14,83,1
"VZSSA007660",30,999,50
"PLSSA001645",21,25,1
"MNSSA001891",16,40,18
"MCSSA018564",12,999,2
"DFSSA003722",31,50,3
"TLSSA017983",29,10,2
"MCSSA001636",99,999,1
"TCSSA001040",16,53,1
"SLSSA000666",9,999,2
"PLSSA008572",15,81,1
"DFSSA002923",9,13,2905
"JCSSA002632",16,83,2
"TLSSA017831",6,999,2
"SLSME000016",6,6,4
"VZSSA002965",30,57,6
"TSSSA018514",9,16,1
"DFSSA003005",9,13,2863
"ASSSA000054",15,104,3
"HGSSA015532",9,2,1
"NLSSA014295",14,14,1
"JCSSA005135",9,999,1
"VZSSA015411",30,129,1
"SLSSA000572",2,5,2
"SRSSA001851",14,9,1
"PLSSA015090",15,58,2
"GTSSA000310",11,8,5
"NLSSA003911",19,46,58
"MSSSA001504",15,117,1
"MCSSA002020",15,31,89100
"MCSSA018564",15,42,1
"PLSSA008572",24,3,1
"NTSSA000474",18,20,3
"MCSSA010280",10,10,3
"MCSSA004791",3,2,1
"VZSSA007701",20,145,6
"DFSSA000840",15,33,5884
"DFSSA004142",15,84,1
"OCSSA000384",21,999,1
"DFSSA003722",30,197,1
"VZSSA004580",30,38,13
"SRSSA017666",29,26,1
"DFSSA003710",30,93,1
"JCSSA001401",16,6,3
"HGSSA015503",13,57,3
"MSSSA000080",21,167,2
"PLSSA016806",21,50,2
"NLSSA002581",28,999,495
"MCSSA000236",15,13,1
"VZSSA006716",21,2,17
"TCSSA001052",17,8,1
"VZSSA006313",30,170,1
"ZSSSA012450",23,999,2
"OCSSA001463",16,69,1
"SRSSA000504",7,57,1
"MCSSA001636",2,2,9
"MNSSA016545",20,33,1
"MNSSA016521",15,75,2
"JCSSA013692",16,105,13
"JCSSA005584",13,48,2
"MNSSA016545",12,73,1
"NTSSA001845",25,18,1
"GTSSA001290",22,22,1
"SPSSA000945",24,35,14
"OCSSA001463",20,418,8
"VZSSA001150",17,999,1
"MSSSA002740",29,33,3
"MSSSA002740",12,70,2
"NTSSA002166",18,15,15502
"TSSSA000010",11,11,1
"SLSSA000666",25,11,172
"ZSSSA012853",5,35,2
"TLSSA017645",24,35,2
"DFSSA002491",20,999,2
"CSSSA018776",8,8,4
"VZSSA007713",30,202,4
"TCSSA017671",28,5,1
"MCSSA001636",21,24,2
"ZSSSA012450",11,11,5
"HGSSA001590",13,17,57
"JCSSA013815",6,7,3
"ZSSSA000152",32,7,21
"JCSSA007066",16,74,5
"MCSSA004231",15,57,3
"DFSSA003162",15,90,1
"NLSSA014295",19,25,9
"JCSSA007042",16,999,32
"HGSSA000156",9,999,1
"NLSSA004046",28,42,9
"GTSSA002101",26,26,2
"JCSSA002562",14,12,1
"HGSSA015520",13,11,891
"TCSSA001052",7,89,5
"OCSSA003826",7,108,4
"MSSSA002740",18,19,1
"VZSSA002306",28,27,4
"GTSSA017023",11,7,3
"PLSSA002106",21,212,395
"VZSSA007573",21,210,1
"SLSSA002136",26,17,1
"DFSSA003956",30,30,9
"JCSSA013091",16,999,2
"TLSSA001183",15,34,5
"GTSSA017414",21,110,2
"PLSSA004404",21,215,7
"PLSSA015090",21,184,1
"CSSSA018776",20,19,1
"MCSSA018412",15,12,1
"SPSSA000262",16,71,1
"JCSSA007836",14,55,5
"TLSSA017925",11,33,1
"VZSSA007660",30,148,3
"GTSSA017426",11,14,4
"DFSSA003664",9,15,997
"VZSSA007696",15,999,2
"JCSSA002200",16,62,6
"HGSSA015515",18,999,1
"VZSSA002306",13,13,15
"MNSSA003945",16,85,2101
"SLSME000016",25,6,92433
"GTSSA002096",14,116,1
"GTSSA003600",24,24,4
"MCSSA017082",15,88,1
"VZSSA016035",30,175,42
"PLSSA001575",21,186,3
"QTSSA003451",16,31,67
"MNSSA016533",14,26,1
"CSSSA018764",1,1,1
"NTSSA002084",11,20,9
"VZSSA007701",20,14,1
"SPSSA000356",25,13,3
"PLSSA005693",21,111,13062
"PLSSA008452",30,44,1
"ZSSSA000152",19,10,1
"TCSSA017420",30,5,1
"DFSSA003722",7,27,7
"TSSSA000010",30,193,1
"NLSSA003911",19,18,18
"TLSSA017925",21,197,1
"TCSSA001052",27,15,404
"MCSSA001011",15,9,1
"MSSSA000466",12,18,5
"CSSSA018764",7,76,22
"NLSSA000855",24,8,1
"TLSSA017831",22,6,5
"SRSSA002295",30,193,2
"MNSSA002446",5,5,1
"ZSSSA013143",8,8,3
"OCSSA004152",20,526,22
"SLSSA000666",17,7,1
"MCSSA008320",15,89,1
"ZSSSA013172",21,114,2
"CHSSA018012",7,37,1
"VZSSA002393",15,999,9
"OCSSA000384",20,512,2
"VZSSA002965",21,21,3
"MNSSA016480",16,54,467
"OCSSA020030",22,14,1
"HGSSA000511",30,110,3
"CHSSA018444",8,14,1
"DFSSA002993",16,1,1
"PLSSA016852",21,172,10336
"CSSSA000453",30,1,1
"JCSSA002195",22,999,90
"DGSSA017242",10,22,3
"JCSSA007042",6,2,2
"MCSSA007661",15,103,1
"SRSSA018313",26,42,1
"MCSSA010251",17,999,14
"JCSSA005135",14,56,5
"DFSSA004142",16,53,5
"PLSSA002106",30,999,10
"TLSSA000944",26,26,1
"MCSSA010246",20,20,1
"MSSSA000961",17,2,2
"JCSSA000894",16,43,2
"VZSSA015411",30,207,5
"TLSSA001376",20,417,1
"DFSSA003541",30,193,2
"MCSSA007982",12,35,1
"DFSSA004265",16,93,1
"GRSSA004753",12,67,4
"MCSSA010222",15,2,7
"SPSSA017301",24,11,1
"MCSSA006874",15,87,2
"ZSSSA001395",32,48,3
"MSSSA000466",15,90,1
"OCSSA000343",20,481,2
"TCSSA004301",24,15,1
"SPSSA001703",24,13,10
"JCSSA000503",28,22,1
"JCSSA001454",17,25,1
"TSSSA002793",28,43,8
"SLSSA000024",26,2,10
"CHSSA001270",8,12,1
"PLSSA008281",21,72,1
"OCSSA001463",20,45,51
"NLSSA000855",19,33,6
"CSSSA007540",7,100,9
"JCSSA007066",27,999,2
"JCSSA003250",17,6,1
"OCSSA020030",20,159,55
"QTSSA003451",19,39,1
"VZSSA004744",30,111,2
"SPSSA001102",11,22,2
"TSSSA018514",28,21,9
"HGSSA001503",11,999,19
"MCSSA000236",32,999,3
"CCSSA000100",4,2,14376
"QTSSA001052",21,10,15
"JCSSA003496",14,66,1
"SPSSA017301",32,38,12
"HGSSA004093",27,999,1
"MSSSA000454",12,8,4
"VZSSA007684",30,59,973
"GTSSA017414",11,20,7
"GTSSA001092",11,11,550
"SPSSA000356",19,19,1
"NTSSA000474",1,1,5
"MSSSA000454",29,33,1
"SRSSA001110",26,11,5
"YNSSA013440",15,1,7
"MCSSA001682",15,29,1
"SPSSA000752",25,9,1
"JCSSA002212",13,999,1
"SRSSA000055",25,25,8
"DFSSA000840",6,999,2
"ZSSSA013172",32,7,5
"DFSSA003162",15,122,91
"OCSSA000121",20,147,38
"PLSSA008572",21,11,6
"ASSSA000655",11,20,1
"CHSSA000676",8,50,1
"VZSSA006313",14,39,2
"DFSSA001540",29,29,4
"PLSSA000081",15,106,2
"VZSSA004032",30,25,1
"PLSSA002362",19,19,2
"CSSSA008264",9,2,1
"JCSSA007066",26,30,2
"MCSSA007982",15,86,907
"TCSSA017432",4,3,3
"CHSSA018514",8,48,1
"HGSSA002430",15,16,43
"MSSSA000961",16,66,1
"DFSSA003705",21,999,1
"SPSSA000064",24,8,1
"JCSSA007066",29,36,1
"GTSSA002101",1,1,9
"TSSSA002810",28,16,1383
"TCSSA001052",30,48,2
"OCSSA003406",20,87,3
"DFSSA001926",22,999,2
"TSSSA000401",28,38,1548
"GRSSA000034",12,1,90699
"GTSSA016842",10,10,1
"CHSSA001755",24,28,2
"QRSSA000361",22,999,1
"VZSSA007713",30,30,7022
"MCSSA018750",15,99,22
"SRSSA000055",8,8,8
"SLSSA000193",25,2,19268
"MCSSA014101",15,81,3
"TSSSA000401",30,63,4
"HGSSA001503",13,31,1
"MCSSA018412",29,1,1
"ZSSSA012450",24,51,1
"OCSSA000121",20,227,1
"MCSSA018564",14,999,2
"VZSSA002982",30,181,1
"DGSSA000191",25,6,4
"PLSSA001575",30,66,17
"JCSSA003986",24,24,499
"NLSSA003153",19,24,2
"PLSSA008512",29,7,5
"PLSSA015423",21,58,3
"DFSSA000840",21,21,12
"PLSSA008512",24,3,1
"CHSSA002390",12,999,1
"MSSSA002863",17,26,116
"ZSSSA012450",14,999,65
"ZSSSA012450",32,57,1319
"PLSSA005664",12,10,3
"VZSSA002965",99,999,1
"ZSSSA000700",32,33,92
"MCSSA010222",12,60,3
"VZSSA010212",30,90,75
"JCSSA000894",15,97,1
"NLSSA002581",28,34,4
"MSSSA002373",12,29,2
"JCSSA002195",17,999,46
"HGSSA002430",15,80,1
"ZSSSA002141",24,24,1503
"QTSSA000475",11,20,9
"CSSSA004945",7,43,11
"GTSSA017525",11,14,5
"JCSSA013091",11,7,1
"OCSSA016764",20,52,5
"MCSSA010251",15,58,6
"MCSSA006780",15,56,2
"QTSSA000475",15,122,1
"SPSSA000945",30,193,2
"JCSSA002212",19,19,1
"JCSSA009364",14,86,1
"PLSSA015230",21,195,1
"PLSSA003646",20,154,1
"PLSSA002106",21,18,2
"NLSSA000855",19,9,1
"MNSSA016545",11,7,1
"MNSSA000170",16,16,18138
"CCSSA017682",15,999,1
"CSSSA000453",20,5,1
"MCSSA014101",15,95,18
"JCSSA007042",14,79,1
"DFSSA003664",11,15,1
"OCSSA000343",20,29,28
"ZSSSA012450",21,7,12
"SLSSA001716",25,15,262
"MNSSA000462",16,15,1
"PLSSA005693",30,193,3
"TSSSA002810",17,999,1
"MCSSA001636",15,17,1
"MNSSA002446",16,78,6
"MNSSA016533",15,15,5
"NTSSA001845",8,2,1
"TLSSA001376",29,999,21949
"OCSSA020030",25,999,1
"JCSSA000503",16,6,2
"CSSSA000453",7,1,1
"OCSSA021256",20,456,1
"SRSSA002143",20,210,1
"VZSSA004032",30,159,1
"TLSSA001480",29,56,1
"JCSSA007066",16,59,1
"SRSSA001851",22,999,4
"JCSSA001401",14,50,1219
"CSSSA000045",7,79,1
"JCSSA007066",14,35,14
"PLSSA008512",30,87,11
"JCSSA005135",22,22,1
"PLSSA008881",21,50,1
"JCSSA007066",15,70,1
"TSSSA002443",30,34,7
"DFSSA003961",15,48,3
"ZSSSA002141",5,30,22
"VZSSA002970",30,46,86
"PLSSA005104",21,120,2
"TLSSA017983",29,36,1
"YNSSA000570",4,4,25
"SPSSA000356",24,11,7
"MNSSA001722",16,25,4
"MNSSA001722",21,52,1
"SRSSA001851",11,20,3
"HGSSA002425",13,70,4
"PLSSA016543",19,19,2
"JCSSA007066",11,42,1
"SRSSA000504",26,29,1
"MNSSA001862",16,49,10
"VZSSA007882",30,87,2
"MCSSA010263",15,4,2
"JCSSA007066",14,5,108
"MCSSA018733",29,10,1
"PLSSA004404",7,27,1
"DFSSA000840",15,120,18
"JCSSA007042",16,86,3
"NLSSA014295",19,29,23
"DFSSA001296",9,4,1
"MCSSA001636",15,115,3
"SPSSA017313",16,13,1
"PLSSA005331",23,999,1
"NLSSA004046",28,38,5
"SRSSA001583",9,4,1
"TCSSA001076",20,999,1
"NTSSA015425",18,19,1364
"HGSSA004093",30,70,1
"VZSSA015801",30,165,3
"TLSSA017831",15,13,3
"SRSSA001851",8,65,1
"MCSSA018675",15,38,1
"DFSSA003541",15,37,657
"OCSSA001463",20,504,6
"QRSSA001423",20,300,1
"PLSSA000204",21,5,8
"HGSSA015520",30,52,1
"GTSSA004650",28,38,1
"DFSSA018166",15,9,1
"PLSSA015230",21,140,50
"VZSSA015411",30,141,25
"DGSSA017826",10,17,1
"SRSSA017671",25,6,2
"GTSSA004650",11,31,1
"JCSSA013091",11,3,2
"CSSSA005773",7,13,9
"DGSSA000116",10,18,1
"ZSSSA000152",19,26,1
"JCSSA013050",18,6,4
"VZSSA007573",30,121,3
"JCSSA002200",14,44,25
"VZSSA003595",30,87,1
"DFSSA003973",7,7,68
"DFSSA003705",9,16,114
"DFSSA018166",19,12,1
"PLSSA001645",15,42,1
"NTSSA016060",18,4,38709
"CLSSA001141",32,56,1
"PLSSA001802",15,104,1
"SLSSA002491",28,28,10
"JCSSA001401",14,102,1
"PLSSA008425",21,74,1
"TLSSA017913",29,31,403
"DGSSA017872",2,2,1
"GTSSA017414",15,95,1
"OCSSA020025",9,999,1
"DFSSA000864",21,5,1
"QTSSA001740",24,14,3
"DFSSA000864",8,4,1
"ASSSA000054",11,999,1
"JCSSA003583",6,2,1
"SRSSA001105",26,63,1
"QRSSA018001",21,999,2
"CLSSA002710",14,14,1
"MNSSA016521",15,65,1
"VZSSA003361",30,102,34957
"PLSSA004614",21,97,1
"SLSSA017594",12,2,2
"HGSSA002425",13,3,35
"PLSSA004503",12,20,1
"OCSSA001463",20,69,19
"TLSSA017983",29,8,159
"SRSSA001105",26,36,40
"JCSSA003250",10,999,2
"TSSSA018000",99,99,1
"PLSSA000081",30,999,2
"MCSSA010222",15,12,228
"TCSSA017420",12,12,3
"DFSSA000840",3,3,2
"SLSSA000024",30,121,1
"VZSSA003361",30,105,7
"DFSSA003162",20,205,1
"MCSSA018062",15,57,22
"QTSSA001052",12,999,2
"TCSSA003514",27,12,50646
"TSSSA002810",28,31,158
"MSSSA002385",29,29,1
"OCSSA016764",20,231,111
"MNSSA016533",16,86,1059
"TLSSA017925",29,59,10
"DFSSA004002",30,3,1
"JCSSA003583",14,84,365
