"clues","entresidencia","munresidencia","sum"
"CCSSA001220",1,11,2
"DFSSA000835",9,15,12
"MNSSA000170",16,106,1
"JCSSA013815",16,86,423
"MCSSA006780",18,8,1
"JCSSA007066",10,8,1
"SRSSA001105",30,26,5
"JCSSA003250",14,43,1
"ASSSA000025",21,73,1
"OCSSA021256",7,7,2
"JCSSA013815",16,107,2
"CSSSA018776",30,193,2
"GTSSA016970",15,104,1
"PLSSA000863",21,45,9809
"SRSSA000504",26,17,58373
"ZSSSA013143",24,35,2
"OCSSA000524",20,549,969
"SPSSA002420",8,17,1
"NTSSA002084",12,999,1
"CSSSA001030",7,99,3079
"MCSSA002435",15,35,53005
"DFSSA003162",14,39,5
"TSSSA000401",28,3,441
"ZSSSA012853",1,3,1
"JCSSA007066",32,55,2
"PLSSA000612",2,2,2
"ZSSSA000695",32,28,4
"GTSSA017525",11,22,4
"DFSSA003162",20,16,1
"NLSSA002972",24,21,1
"MCSSA017082",9,9,2
"SPSSA017313",24,43,464
"SPSSA000945",21,114,4
"SLSSA017606",25,1,6
"VZSSA015435",21,114,1
"QRSSA001044",3,999,1
"PLSSA000204",21,114,7
"MNSSA001862",16,6,22
"GRSSA004753",17,19,1
"MSSSA000080",21,72,87
"JCSSA003496",18,17,59
"ZSSSA013143",23,9,1
"PLSSA001802",24,28,1
"PLSSA004503",12,65,2
"MSSSA000454",12,26,1
"MSSSA002344",21,208,1
"VZSSA004860",30,80,37
"PLSSA015230",21,116,1
"SPSSA001032",26,25,1
"QTSSA012911",22,7,3
"SRSSA001105",26,4,3
"DFSSA018166",15,1,4
"TLSSA017645",29,999,1345
"DFSSA004142",12,999,5
"OCSSA019996",20,551,19
"OCSSA020030",20,391,2
"SRSSA001105",29,30,5
"TLSSA001376",27,999,3
"YNSSA001224",99,999,2
"VZSSA007882",9,2,1
"DFSSA002491",1,999,2
"MNSSA016545",5,5,1
"VZSSA004085",30,123,2
"MNSSA002813",15,31,1
"SPSSA000356",24,53,726
"VZSSA002970",30,48,1
"ZSSSA000700",16,35,1
"VZSSA002393",30,146,277
"GTSSA004650",11,20,32
"SLSSA000024",9,15,1
"DFSSA003372",15,15,31
"ZSSSA000152",18,999,1
"OCSSA020030",20,467,25
"PLSSA008641",21,142,1
"NLSSA014295",31,5,1
"NLSSA002972",16,16,1
"MSSSA000961",13,13,1
"JCSSA013815",18,12,1
"OCSSA003406",20,104,51
"JCSSA000503",32,56,2
"MNSSA000310",21,8,1
"CHSSA000664",8,66,4
"NTSSA000800",26,30,1
"MCSSA001484",22,6,1
"PLSSA008452",21,10,171
"OCSSA019132",30,174,1
"SLSSA017570",25,25,9440
"HGSSA015503",13,48,81
"ZSSSA000152",30,189,2
"MNSSA004044",15,11,2
"MCSSA000236",9,999,69
"GTSSA004650",14,39,9
"HGSSA015532",13,66,1
"TSSSA002443",30,161,15
"OCSSA000985",20,450,72
"MNSSA002446",16,24,8
"VZSSA006313",20,2,776
"MNSSA016550",24,49,1
"MSSSA002740",15,22,3
"MNSSA016521",16,71,1
"ASSSA000025",9,3,6
"DFSSA003162",21,59,1
"DFSSA004002",8,999,2
"MNSSA002813",16,77,1
"PLSSA015534",21,42,1
"TSSSA002443",28,22,1
"MNSSA002142",16,64,133
"ZSSSA012853",5,999,1
"PLSSA015534",21,125,1
"ZSSSA000700",32,34,1
"TCSSA001081",7,48,1
"CLSSA002710",5,31,293
"TLSSA017831",15,39,1
"DFSSA001926",29,999,1
"DFSSA018166",29,33,2
"ZSSSA000152",8,11,1
"MCSSA014143",15,85,3
"ZSSSA012450",28,9,1
"HGSSA015515",13,53,1
"VZSSA007882",30,83,4
"CMSSA000125",12,2,1
"DGSSA017872",10,17,6
"OCSSA018736",20,516,46
"JCSSA001326",14,90,1
"ASSSA000054",22,999,7
"TSSSA018000",28,32,15
"OCSSA016764",17,17,3
"OCSSA000985",20,192,2
"JCSSA000165",14,84,228
"QRSSA018001",15,999,1
"JCSSA001401",14,96,4
"DFSSA003722",30,108,3
"MCSSA018750",10,10,3
"QTSSA001752",15,6,1
"JCSSA006890",15,15,2
"SPSSA000752",19,36,14
"PLSSA008881",21,116,1
"TLSSA001480",29,16,1
"OCSSA000524",20,464,17
"ASSSA000025",15,31,5
"DFSSA004002",17,6,3
"TSSSA002431",30,152,46
"NLSSA004046",31,31,3
"OCSSA019996",20,307,12
"DFSSA003990",9,4,8
"PLSSA015230",21,202,1
"VZSSA002965",30,102,8
"JCSSA007066",7,101,1
"JCSSA000631",14,100,6
"VZSSA003740",30,69,1
"PLSSA001575",21,75,1
"OCSSA018922",7,7,1
"ASSSA000054",24,49,3
"VZSSA015801",30,169,27539
"HGSSA015532",15,104,4
"MNSSA016475",16,93,1581
"TLSSA001142",29,55,1
"MSSSA002344",17,31,1
"MNSSA001722",16,16,20310
"DFSSA000840",15,39,5
"TLSSA000944",13,999,1
"VZSSA000416",3,1,1
"DFSSA003961",11,11,6
"HGSSA015532",13,33,2
"MSSSA002385",21,65,1
"VZSSA003740",30,109,24275
"JCSSA001326",1,999,3
"OCSSA018922",20,385,1
"JCSSA001401",15,50,1
"CCSSA017403",4,8,2
"MNSSA016521",14,98,1
"JCSSA007066",15,13,4
"VZSSA002306",9,3,6
"OCSSA004152",20,31,2
"VZSSA005560",30,30,12504
"PLSSA005640",22,22,5
"MCSSA018733",12,13,2
"PLSSA008512",29,33,42
"TLSSA001183",29,40,1
"PLSSA003663",21,149,39
"ASSSA000614",11,6,1
"JCSSA007066",32,38,2
"ASSSA000054",15,15,3
"MCSSA006780",19,4,6
"VZSSA004085",30,152,8
"MCSSA018622",12,58,2
"MCSSA018750",26,999,1
"PLSSA001370",21,104,1
"JCSSA000631",2,2,4
"DFSSA003553",15,57,9
"GTSSA003151",10,10,3
"JCSSA003250",6,6,1
"ASSSA000030",10,10,3
"MCSSA007982",12,12,3
"JCSSA003496",13,75,1
"CHSSA002390",10,39,1
"TSSSA002805",15,999,1
"GTSSA017426",11,17,1
"GRSSA006206",12,61,52
"NTSSA002084",2,999,2
"CLSSA000470",8,8,6
"TLSSA000722",24,28,1
"TCSSA004296",27,14,50410
"GTSSA017414",15,87,1
"DFSSA000840",21,114,2
"JCSSA003496",9,9,7
"TSSSA003155",28,31,1
"CSSSA018776",7,52,677
"VZSSA000310",32,1,1
"JCSSA006890",32,32,822
"CSSSA008264",30,3,1
"MCSSA006536",16,16,1
"GTSSA001454",30,15,2
"VZSSA002970",30,158,1
"TLSSA000944",19,25,4
"OCSSA000121",20,110,1
"MSSSA000466",16,5,1
"JCSSA003583",14,93,1
"GTSSA002101",15,31,5
"DFSSA003162",12,56,1
"GTSSA016796",11,46,35
"JCSSA002195",2,999,220
"NTSSA000474",28,38,1
"VZSSA006972",30,119,2
"MCSSA010222",22,1,2
"BSSSA000933",30,9,12
"DGSSA017872",15,999,1
"PLSSA008272",21,115,4
"NTSSA002084",19,999,1
"JCSSA001326",16,53,5
"VZSSA015871",30,104,5
"CCSSA000363",30,39,1
"OCSSA000524",20,339,129
"TLSSA017925",17,18,1
"ASSSA000025",26,18,1
"QRSSA001044",30,52,1
"DFSSA003944",23,999,1
"PLSSA001802",15,33,2
"MCSSA014143",17,31,1
"JCSSA006890",32,44,3
"GTSSA004650",15,23,1
"SPSSA001703",13,49,99
"MCSSA018453",15,83,124
"TLSSA017925",21,69,2
"PLSSA002106",21,109,2
"CSSSA001030",7,51,1
"ZSSSA013143",35,999,7
"GTSSA001010",22,22,1
"TCSSA004301",7,76,726
"VZSSA004860",30,146,2
"OCSSA016764",30,44,1
"GTSSA004650",16,36,134
"TLSSA017645",21,48,4
"CSSSA003265",7,97,1
"MCSSA018680",15,21,2
"TLSSA017983",29,45,22
"VZSSA002970",30,112,47
"JCSSA003250",14,57,2
"ASSSA000025",32,1,185
"VZSSA007882",23,9,2
"SRSSA001851",29,30,1
"ASSSA000025",27,27,2
"OCSSA000121",20,486,103
"VZSSA004674",30,120,2
"DFSSA000053",15,105,2
"VZSSA003595",28,32,1
"JCSSA003250",22,999,2
"BCSSA000913",2,2,88625
"HGSSA015515",13,52,1
"TSSSA002431",13,999,19
"PLSSA008881",21,17,1
"CLSSA002466",1,999,3
"ZSSSA000152",22,14,2
"MSSSA002740",6,2,3
"MNSSA000170",6,2,1
"OCSSA018922",20,295,1
"JCSSA000894",11,16,1
"OCSSA002320",20,160,4
"VZSSA000310",30,83,1
"DFSSA002993",8,13,3
"MSSSA002385",15,16,11
"HGSSA000511",13,1,2
"SRSSA001612",26,32,95
"PLSSA008881",21,151,1
"MCSSA000224",22,2,3
"TCSSA002423",28,8,4
"VZSSA002306",30,118,1
"NTSSA000474",18,15,3
"NTSSA002084",19,20,5
"JCSSA007066",14,90,13
"PLSSA000081",21,82,3
"QTSSA001052",21,4,1
"SRSSA001851",12,999,18
"DFSSA004002",16,52,1
"CHSSA001755",10,13,8
"QTSSA001752",22,5,1
"OCSSA016764",7,7,33
"HGSSA002430",10,999,3
"PLSSA015534",21,179,2
"CHSSA000372",8,41,2
"VZSSA006972",30,49,1
"MCSSA004692",15,85,8
"YNSSA013440",31,28,1
"JCSSA002195",3,999,20
"OCSSA021116",20,467,2
"TLSSA001376",29,19,86
"SPSSA017313",20,432,1
"MCSSA018622",15,38,39
"HGSSA004093",21,69,1
"TCSSA004564",2,2,1
"OCSSA019996",20,354,1
"GTSSA017390",11,25,213
"DFSSA018166",17,27,1
"DFSSA004142",30,87,8
"OCSSA019996",20,217,1
"CSSSA018776",7,999,6
"MNSSA000170",13,13,1
"MCSSA014143",21,197,1
"OCSSA001463",20,114,2
"VZSSA002970",30,131,3
"PLSSA003132",21,152,1
"NLSSA004046",14,39,1
"PLSSA005693",13,69,1
"GTSSA001092",15,15,1
"TLSSA017831",21,53,2
"JCSSA002200",14,124,18
"HGSSA002430",15,57,18
"OCSSA002320",20,460,2
"TLSSA017925",29,22,7
"TCSSA001052",7,99,1
"SPSSA017132",24,47,1
"MNSSA003945",2,999,1
"JCSSA000165",3,2,1
"JCSSA003986",13,13,2
"HGSSA002430",7,61,1
"NTSSA000800",18,6,2
"SLSSA018113",25,4,1
"MSSSA002863",15,94,10
"TSSSA018070",19,19,2
"CSSSA000045",7,101,17
"VZSSA004370",30,124,28599
"OCSSA002052",20,330,25
"MNSSA016492",16,64,15
"DFSSA003705",28,28,4
"TSSSA000010",24,57,1
"SLSSA000666",14,3,1
"MCSSA007982",28,28,2
"ZSSSA000613",14,46,4
"CSSSA018740",7,90,1
"ASSSA000030",14,37,1
"NLSSA000855",19,21,7
"PLSSA016543",13,999,21
"TSSSA000401",30,180,1
"CSSSA001030",1,1,1
"ZSSSA013172",20,67,1
"MSSSA002863",12,60,21
"JCSSA007066",32,11,93
"OCSSA000121",23,6,1
"YNSSA013423",31,3,1
"DFSSA018166",21,147,1
"MNSSA002446",32,8,1
"PLSSA016806",15,15,5
"OCSSA000121",20,121,34
"JCSSA001454",18,19,4
"OCSSA003715",20,501,2
"MCSSA001636",16,15,1
"JCSSA007042",25,12,2
"CHSSA018514",8,21,2
"SRSSA001851",20,185,1
"SPSSA017313",11,9,1
"JCSSA013815",6,9,1
"MNSSA002813",16,10,1
"TSSSA002810",99,99,358
"ZSSSA012853",32,24,43139
"YNSSA013440",16,53,1
"PLSSA003646",20,99,1
"JCSSA007066",15,15,17
"OCSSA000384",20,197,1
"CMSSA001356",2,2,2
"JCSSA003496",14,69,2
"OCSSA016764",20,72,2
"JCSSA000503",9,9,1
"ASSSA000054",1,6,263
"JCSSA007066",14,65,1
"VZSSA016052",3,9,1
"MCSSA000871",15,50,487
"MSSSA002863",3,8,3
"SRSSA001110",26,21,18
"VZSSA007754",30,185,1
"VZSSA007742",30,160,57
"ASSSA000655",9,7,1
"TSSSA002443",30,60,1
"JCSSA001401",14,5,4
"TCSSA001064",22,22,2
"PLSSA016811",15,106,5
"TLSSA017983",15,99,1
"MSSSA002863",4,3,4
"MSSSA000454",27,3,1
"MCSSA018774",15,100,1
"MCSSA002872",15,49,1
"TCSSA001040",30,89,3
"PLSSA002362",21,114,1
"MSSSA002385",21,8,10
"MCSSA001011",13,13,1
"TCSSA001052",9,17,3
"JCSSA001326",14,106,62
"HGSSA015515",15,75,35
"DFSSA018166",9,10,1374
"PLSSA008512",21,140,2
"ZSSSA001016",32,35,4
"PLSSA000834",21,47,2
"NTSSA000013",25,6,4
"MSSSA000466",21,85,3
"PLSSA016806",16,999,4
"CSSSA018781",7,102,1
"PLSSA004404",12,12,1
"MSSSA000080",17,4,91
"JCSSA013050",32,19,1
"MNSSA000462",26,14,1
"TLSSA017831",29,39,3
"CSSSA000453",20,132,1
"TCSSA003135",27,7,1
"JCSSA007066",14,42,10
"OCSSA020100",21,999,1
"OCSSA021116",20,148,4
"TCSSA000690",27,14,1
"YNSSA001224",31,52,2
"SPSSA001102",32,53,1
"HGSSA015532",1,9,2
"JCSSA000503",6,999,2
"QRSSA018001",22,8,32
"DFSSA003944",22,22,5
"PLSSA008881",21,136,4
"MSSSA002740",15,15,83
"DFSSA004002",15,115,6
"HGSSA015515",13,80,1
"ZSSSA000152",18,9,1
"TLSSA017831",28,38,1
"VZSSA007660",30,114,1
"PLSSA008485",21,173,42
"DFSSA003710",15,125,1
"GTSSA017414",11,17,1
"GRSSA004753",12,32,1
"PLSSA015534",21,104,1
"OCSSA003406",7,999,1
"GRSSA007763",12,19,1
"CSSSA018764",7,79,3
"MCSSA007265",19,999,1
"TLSSA001142",21,21,2
"JCSSA003250",24,50,1
"MSSSA000466",17,31,145
"OCSSA018736",20,229,1
"QTSSA001052",29,2,1
"VZSSA002970",30,4,292
"PLSSA003663",21,209,10
"NLSSA000855",19,999,6577
"VZSSA002690",30,28,1
"CLSSA002710",10,5,2
"SRSSA001670",26,49,1
"PLSSA015411",15,99,2
"HGSSA015520",13,23,1
"JCSSA001454",32,31,15
"CHSSA001801",8,27,3
"TLSSA017925",29,44,190
"PLSSA015423",21,38,16
"SRSSA001105",26,48,18
"JCSSA007066",12,11,1
"MCSSA010222",15,51,2296
"BCSSA000855",7,7,1
"HGSSA002430",17,7,3
"PLSSA002106",21,63,6
"YNSSA013423",31,32,2
"VZSSA006313",30,48,1
"SLSSA000963",25,7,8920
"MSSSA002385",21,24,1
"TLSSA017645",15,104,5
"VZSSA003880",17,7,1
"PLSSA000834",13,48,1
"JCSSA003250",28,41,1
"OCSSA000985",20,439,6
"MCSSA007661",15,108,1
"OCSSA001463",20,216,2
"NLSSA004046",19,13,58
"CSSSA000453",30,999,2
"ASSSA000655",14,6,1
"ZSSSA000152",12,29,1
"YNSSA001224",31,98,7
"MCSSA007982",15,77,5
"TLSSA017831",16,76,1
"DFSSA003162",9,13,4939
"MCSSA007586",15,88,1
"JCSSA001454",14,12,1
"MCSSA006430",14,39,1
"CLSSA000161",5,5,2592
"MSSSA002740",12,6,1
"VZSSA007882",27,2,1
"TCSSA004564",7,68,360
"MCSSA018062",15,87,115
"PLSSA002106",18,17,1
"JCSSA013815",16,66,3
"PLSSA001802",13,48,1
"JCSSA007066",14,44,302
"QTSSA001752",21,14,2
"MSSSA002344",15,999,3
"SRSSA002085",29,55,8
"MCSSA005095",15,17,1
"DFSSA003956",26,11,1
"MCSSA004231",15,56,1
"SRSSA017666",99,999,2
"GTSSA001454",11,13,2
"DFSSA000596",9,16,104
"OCSSA000985",20,289,8
"MSSSA000961",17,5,63
"PLSSA000081",21,135,22
"YNSSA013423",4,11,1
"HGSSA015503",15,31,1
"PLSSA016893",21,140,2
"VZSSA015661",30,166,1190
"HGSSA015515",13,8,18390
"PLSSA015230",21,174,6
"BSSSA000192",23,23,1
"NTSSA001594",18,8,1682
"MCSSA001636",15,55,3
"DFSSA003664",13,999,2
"JCSSA013815",14,6,3
"CSSSA018764",20,67,6
"PLSSA008572",21,116,1
"SLSSA002136",25,1,2
"TLSSA017925",29,12,4
"JCSSA000894",25,12,1
"VZSSA002306",17,17,1
"MSSSA002385",21,3,2
"TLSSA000722",29,6,3
"JCSSA007042",16,28,2
"VZSSA007742",30,34,13654
"MCSSA001636",34,999,7
"TLSSA017983",12,12,1
"DFSSA004002",15,57,10257
"VZSSA007660",30,94,1
"GTSSA001454",11,33,3
"SPSSA000356",24,21,2
"HGSSA000156",13,999,16874
"NTSSA000474",14,38,6
"JCSSA005461",32,17,1
"PLSSA004614",21,197,20729
"VZSSA004580",30,124,3
"ASSSA000054",32,38,33
"NLSSA004046",20,385,1
"ZSSSA000922",14,118,3
"MSSSA000466",30,197,1
"OCSSA020445",20,293,1
"TSSSA018526",5,30,2
"HGSSA002430",15,42,10
"MSSSA002863",12,55,180
"SRSSA001612",8,40,1
"ASSSA000025",32,51,3
"CSSSA001030",7,97,1
"SPSSA001703",10,36,1
"DFSSA003944",9,14,16
"NLSSA002581",19,38,2
"MCSSA002435",15,34,13
"OCSSA005383",20,386,2
"MSSSA000454",21,999,3
"VZSSA004860",30,110,18
"TCSSA002971",7,7,1
"OCSSA000524",9,6,1
"GTSSA017542",11,37,1
"TLSSA017983",29,19,1
"OCSSA003826",14,39,1
"MSSSA002863",14,14,2
"VZSSA004744",28,32,4
"TCSSA004564",25,4,1
"OCSSA000985",20,8,1
"PLSSA000081",15,57,3
"SPSSA017313",32,32,58
"OCSSA003826",11,11,1
"VZSSA004085",27,12,1
"PLSSA000204",22,6,2
"GRSSA001550",12,38,16
"MCSSA018680",15,58,133
"TSSSA018000",28,39,1
"NLSSA002972",30,999,3
"MCSSA001636",14,39,2
"VZSSA003361",31,31,4
"JCSSA005584",32,34,24
"SPSSA017313",24,52,64
"MCSSA018412",15,16,7
"VZSSA007660",21,202,1
"GTSSA017344",11,15,1
"OCSSA000524",20,381,75
"OCSSA000985",20,103,49
"CHSSA000570",9,17,1
"MSSSA000080",21,75,9
"OCSSA003406",20,118,7
"PLSSA002403",21,211,2
"TCSSA001052",7,102,1
"ZSSSA012450",14,42,5
"TLSSA000261",29,26,4
"MCSSA007586",12,12,118
"TCSSA001040",23,1,2
"ZSSSA012450",5,30,8
"VZSSA015661",30,103,1
"MSSSA000961",17,4,127
"MSSSA002863",21,118,1
"JCSSA002632",18,20,1
"MCSSA014101",15,92,1
"QTSSA001740",16,53,1
"MCSSA010053",20,67,8
"PLSSA001645",21,47,4
"HGSSA002430",29,34,1
"PLSSA001802",21,83,7186
"CSSSA019954",7,61,1
"NTSSA001594",22,999,1
"JCSSA002195",15,15,259
"JCSSA013506",16,999,3
"SLSSA017594",25,4,2
"TLSSA017913",13,77,1
"TCSSA001052",30,82,2
"OCSSA000384",20,34,1
"VZSSA006972",30,93,15
"SPSSA017313",14,27,1
"SRSSA017671",26,27,10
"VZSSA006576",30,187,11
"JCSSA007066",28,35,2
"JCSSA007042",14,109,2
"DFSSA003961",15,37,1
"SPSSA000356",28,27,3
"JCSSA007066",20,999,3
"VZSSA007882",20,67,14
"JCSSA004230",14,20,3
"DFSSA003990",15,9,1
"PLSSA000081",21,164,1
"OCSSA000121",20,397,27
"TCSSA001052",7,43,18
"PLSSA000081",15,12,2
"MCSSA001636",12,999,11
"OCSSA003715",30,142,1
"MCSSA001636",15,13,323
"DFSSA003705",15,9,1
"DFSSA003961",21,180,1
"MCSSA001011",14,14,4
"DFSSA003162",13,43,1
"JCSSA007042",14,81,1
"TLSSA017831",13,83,1
"PLSSA016835",21,89,3
"NLSSA000855",19,30,1
"MSSSA000466",15,53,1
"PLSSA016806",20,20,14
"SRSSA001851",99,999,63
"VZSSA006045",30,132,2
"TSSSA001772",28,20,6
"ASSSA000025",25,6,1
"JCSSA005584",30,206,1
"MCSSA018750",14,9,2
"OCSSA000121",20,536,1
"VZSSA002982",30,25,5
"HGSSA015515",13,27,4
"TSSSA000010",28,22,14
"DFSSA003722",16,88,2
"VZSSA004860",30,98,185
"PLSSA008881",21,98,1
"JCSSA007066",14,104,13
"DFSSA000835",16,16,2
"CSSSA008264",7,93,3
"MSSSA002740",16,33,1
"OCSSA016764",20,28,2
"GTSSA001652",11,12,1
"PLSSA003132",15,119,1
"YNSSA013440",17,1,1
"PLSSA015551",21,28,14
"TLSSA001376",13,1,1
"MSSSA000466",9,11,6
"HGSSA001590",11,1,1
"MNSSA002142",16,53,4
"CSSSA017521",7,68,2
"TLSSA017831",28,999,2
"DGSSA001895",10,2,73
"SPSSA000262",10,10,1
"CSSSA002611",7,103,16
"PLSSA003552",21,114,6
"OCSSA021256",17,6,1
"MCSSA003106",15,62,488
"DFSSA004002",15,23,26
"ZSSSA013143",13,56,2
"SPSSA017132",24,3,2
"GTSSA004580",22,14,1
"DFSSA003162",15,51,3
"JCSSA000631",14,90,31
"VZSSA007882",30,33,1
"JCSSA002562",32,24,2
"JCSSA000503",16,67,1
"DFSSA004265",15,999,5
"JCSSA013091",32,24,1
"PLSSA000612",21,52,1
"CSSSA018875",7,80,34
"ZSSSA013143",14,26,1
"GTSSA004650",16,3,1
"HGSSA004093",9,6,5
"OCSSA003406",20,344,4
"PLSSA003260",21,85,1
"NLSSA004046",10,5,1
"CLSSA001141",22,14,1
"MCSSA000236",15,106,2
"VZSSA015661",30,192,3
"JCSSA001326",24,20,1
"PLSSA016806",21,9,10
"CSSSA000453",21,140,1
"DFSSA003162",30,32,1
"VZSSA006045",30,65,2
"CSSSA019645",7,17,1
"DGSSA000116",9,999,1
"MCSSA010246",15,106,151
"TCSSA003135",27,1,2
"MNSSA000170",16,63,2
"GTSSA006495",11,28,22935
"MCSSA001636",24,38,1
"JCSSA003250",5,2,1
"PLSSA005104",7,7,1
"OCSSA001463",20,92,10
"OCSSA001463",20,102,16
"DFSSA018166",25,12,1
"VZSSA007684",30,208,1
"MCSSA018622",21,207,1
"MCSSA001636",15,121,28134
"YNSSA000570",7,101,1
"PLSSA016806",21,5,77
"SPSSA002770",24,24,2539
"DFSSA000835",20,67,1
"GTSSA017443",16,100,1
"SPSSA000752",24,7,2788
"GTSSA017414",17,17,1
"QTSSA000475",13,74,1
"TCSSA001040",19,39,4
"DFSSA017886",15,114,1
"DGSSA017674",10,22,11
"SPSSA017313",19,46,3
"TCSSA001052",7,22,1
"VZSSA004744",15,12,1
"QTSSA001052",24,999,25
"JCSSA013815",14,39,89
"JCSSA006890",14,26,1
"PLSSA015551",13,77,7
"MNSSA001862",16,107,34
"VZSSA000416",23,5,1
"JCSSA007066",22,22,3
"MSSSA002361",17,20,1126
"NTSSA000660",25,999,1
"DFSSA000053",9,10,2
"JCSSA002562",14,98,1
"JCSSA002562",25,25,1
"SRSSA001851",11,18,1
"QTSSA001052",15,24,1
"CSSSA017726",7,34,4
"PLSSA000612",20,206,26
"MCSSA002435",15,30,1
"NLSSA004046",19,5,50
"JCSSA007066",14,39,17558
"SLSSA000666",11,15,3
"DFSSA018166",24,24,1
"CSSSA008264",7,59,10
"GRSSA002863",12,29,17
"CHSSA002390",25,17,1
"CMSSA000125",14,108,9
"PLSSA008263",21,198,5
"DFSSA004142",15,74,1
"HGSSA015520",30,87,1
"SLSSA001255",25,6,29
"MCSSA010222",15,107,19
"CSSSA004945",22,999,2
"PLSSA008881",21,104,3
"CLSSA001141",19,14,1
"TCSSA017420",8,5,1
"MNSSA001722",2,2,1
"PLSSA002106",21,183,1
"JCSSA005461",21,149,1
"NLSSA000855",19,8,26
"MNSSA003945",16,75,261
"OCSSA004152",22,22,1
"JCSSA006890",13,70,1
"MCSSA010251",9,11,4
"MCSSA006430",15,21,32
"JCSSA002562",21,49,1
"DFSSA000596",9,3,8
"TSSSA018975",28,28,3566
"MCSSA002020",16,16,1
"YNSSA000570",27,4,1
"DFSSA003961",9,2,26
"VZSSA007742",30,167,44
"MCSSA018412",15,28,1668
"MSSSA002863",22,16,3
"DFSSA003541",15,51,6
"NLSSA000855",18,999,2
"OCSSA019873",20,24,2
"VZSSA004085",28,3,3
"MCSSA001484",9,10,1
"ZSSSA000695",10,14,1
"GTSSA017542",11,12,1
"MCSSA018622",24,999,2
"HGSSA002430",30,63,7
"MCSSA010222",15,1,158
"HGSSA002430",14,999,1
"MCSSA001011",15,37,1
"QRSSA001044",21,5,1
"CHSSA018514",8,24,1
"DFSSA001296",15,999,3
"GRSSA004753",13,77,1
"DFSSA000053",15,47,1
"PLSSA015411",21,95,2
"OCSSA000985",20,418,6
"MNSSA016545",6,2,1
"MCSSA007265",9,9,182
"MCSSA010222",16,81,7
"PLSSA016811",21,118,3
"NLSSA002581",14,33,1
"MSSSA002863",15,31,5
"SRSSA000562",8,18,1
"JCSSA004930",11,23,1
"JCSSA007042",9,9,2
"OCSSA003406",20,268,4
"OCSSA000640",20,441,706
"VZSSA003595",30,14,2
"MNSSA002142",12,55,2
"TLSSA017925",15,25,2
"MCSSA014143",15,122,2
"VZSSA002970",30,85,2
"GRSSA003686",12,15,1
"DFSSA004002",9,8,152
"TLSSA017831",7,27,3
"ZSSSA001861",12,999,1
"JCSSA007066",25,13,3
"JCSSA013091",14,73,24
"TLSSA000261",21,67,3
"ZSSSA012450",14,80,2
"MSSSA002385",15,104,2
"DGSSA000116",10,17,1
"TCSSA004564",7,44,3
"OCSSA003826",15,999,2
"PLSSA017021",13,16,2
"ASSSA000025",30,155,1
"HGSSA015520",28,11,1
"DFSSA003722",30,79,1
"GRSSA001550",22,11,6
"PLSSA000863",21,167,1
"JCSSA005584",14,113,1
"DFSSA002491",17,999,1
"MCSSA004231",15,5,1
"OCSSA000524",20,32,13
"MNSSA016492",16,16,8258
"GTSSA001121",11,11,64128
"MCSSA010111",15,85,20
"SPSSA017313",24,17,812
"VZSSA006045",30,88,2
"OCSSA000985",20,105,1
"OCSSA004152",20,401,2
"HGSSA002430",13,46,17
"ZSSSA012450",32,47,34
"TLSSA001183",13,8,6
"TSSSA002431",30,129,7
"TLSSA017983",9,9,3
"PLSSA016806",9,5,2
"MCSSA018750",15,9,13646
"VZSSA007701",29,33,1
"TSSSA002443",24,54,2
"JCSSA002195",18,18,251
"ZSSSA013143",32,34,37
"NTSSA001845",10,1,1
"MCSSA002872",15,41,1
"GTSSA002101",2,2,3
"GRSSA004753",7,78,1
"MCSSA009826",15,88,2
"MCSSA006780",12,999,3
"PLSSA008425",9,3,1
"HGSSA002430",15,65,47
"HGSSA015520",30,27,63
"VZSSA007882",30,122,4
"DFSSA017886",19,19,1
"YNSSA013440",31,38,1
"GTSSA017501",16,33,1
"ASSSA000054",32,34,71
"DFSSA000350",9,999,52363
"MNSSA016492",11,2,6
"JCSSA004930",14,98,2
"SLSSA000666",32,56,1
"YNSSA013440",21,21,2
"ZSSSA012450",32,54,342
"DFSSA004142",15,95,1
"TLSSA000261",13,69,1
"DFSSA003956",22,13,2
"TLSSA017913",29,39,277
"DFSSA004142",13,48,7
"DGSSA017790",10,5,190
"MCSSA000871",15,21,1
"TCSSA002353",22,16,2
"ZSSSA012450",14,25,105
"QRSSA018001",23,8,64726
"HGSSA004093",21,86,2
"TCSSA017671",27,5,54118
"HGSSA015532",16,999,1
"MNSSA016533",15,999,11
"TCSSA004301",7,106,1
"YNSSA000570",31,21,1
"JCSSA002113",24,24,4
"SPSSA001703",28,32,2
"HGSSA001795",13,28,1
"JCSSA003250",14,35,931
"JCSSA003496",13,48,1
"NLSSA003911",24,24,5
"JCSSA002632",14,104,1
"JCSSA013815",2,999,1
"GTSSA002096",14,39,1
"TLSSA017645",21,41,14
"HGSSA001503",30,30,3
"DFSSA000596",15,110,1
"ASSSA000042",4,1,1
"CMSSA000125",7,999,3
"DFSSA003384",20,20,50
"MCSSA010222",16,53,5
"GTSSA017385",16,102,4
"SRSSA001110",26,24,2
"PLSSA003646",21,126,2
"CHSSA001096",8,45,1
"HGSSA000156",28,3,1
"PLSSA005664",21,132,1
"DFSSA003162",15,2,11
"TSSSA002805",19,39,3
"HGSSA002162",1,999,1
"ASSSA000054",32,47,1
